SPEC_ID,PROTECTED = P,GENUS,SPECIES,COUNTRY,LOCALITY,QUARRY,DATE COLLECTED,SEX,BONE,SIDE,AGE,tx12,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16, M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,
FAM111754,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.6,0,0,0,0,12.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111754,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,19,0,0,0,0,13.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111754,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.1,0,0,0,0,14,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,54.1,53.7,107.7,0,0,0,0,0,43.9,29.6,0,18.7,28.5,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,16,0,0,0,0,9.9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,17.7,0,0,0,0,9.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,20.3,0,0,0,0,7.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,19.4,0,0,0,0,10.9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,17.5,0,0,0,0,12,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111757,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,17.1,0,0,0,0,11.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,58.3,0,0,0,0,0,56.4,52.4,35.2,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,17,0,0,0,0,10.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,18.4,0,0,0,0,9.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,23.2,0,0,0,0,10.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,18.7,0,0,0,0,13.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111759,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.6,0,0,0,0,12.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,57.7,0,0,0,0,0,51.2,48,30.1,0,0,17,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,17.5,0,0,0,0,9.6,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,17.4,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,21.1,0,0,0,0,8.6,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,19.2,0,0,0,0,11.6,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111760,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,19.9,0,0,0,0,11.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,54.2,0,0,0,0,0,51.7,46.7,30.9,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,16.2,0,0,0,0,12.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,15.9,0,0,0,0,9.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,21.1,0,0,0,0,8.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,17.3,0,0,0,0,14.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111761,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,17.7,0,0,0,0,13.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,56.5,0,0,0,0,0,53.7,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,16.9,0,0,0,0,10.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,17.9,0,0,0,0,9.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,22.4,0,0,0,0,8.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,18.4,0,0,0,0,12.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111767,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.5,0,0,0,0,11.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,59.2,0,0,0,0,0,0,0,42.5,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,20.2,0,0,0,0,11.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,21.2,0,0,0,0,9.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,20.2,0,0,0,0,10.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,19.5,0,0,0,0,12.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111771,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20.7,0,0,0,0,11.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19.7,0,0,0,0,10.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,20.2,0,0,0,0,9.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.7,0,0,0,0,10.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,20.5,0,0,0,0,12.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111774,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20.5,0,0,0,0,11.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111780,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,0,0,0,0,0,0,48.7,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111780,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19,0,0,0,0,12.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111780,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,19.2,0,0,0,0,9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111780,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,20.2,0,0,0,0,12.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111780,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20,0,0,0,0,12.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111781,,Merychippus, insignis,1,6,Echo Q,,female,mandible,norecord,16.0,0,0,62.6,0,0,0,0,0,0,0,41.5,25.8,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111781,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19,0,0,0,0,10.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111781,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.8,0,0,0,0,11.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111781,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,21.7,0,0,0,0,13,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111781,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,21.2,0,0,0,0,13,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111791,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111791,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,21.1,0,0,0,0,10.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111791,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,20.2,0,0,0,0,9.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111791,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,20.1,0,0,0,0,11.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111791,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20.1,0,0,0,0,11.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111792,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,0,0,0,0,0,0,51.8,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111792,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,20.5,0,0,0,0,10,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111792,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,20.5,0,0,0,0,8.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111792,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,19.4,0,0,0,0,10.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111792,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.7,0,0,0,0,11.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,male,mandible,norecord,16.0,0,0,61.2,0,0,0,0,0,0,0,0,30,0,22.9,17.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,18.7,0,0,0,0,10.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,21,0,0,0,0,9.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.3,0,0,0,0,11.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,21,0,0,0,0,12.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111793,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,21.6,0,0,0,0,13.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,male,mandible,norecord,16.0,0,0,61,0,0,0,0,0,0,50.1,38.3,26.2,0,20.2,19.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19.3,0,0,0,0,10,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,19.1,0,0,0,0,9.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,22,0,0,0,0,11.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,21.6,0,0,0,0,13.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM111794,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20.7,0,0,0,0,12.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,59.2,54.2,113.9,0,0,0,0,47.7,40.9,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19.2,0,0,0,0,10.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,20.1,0,0,0,0,9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.1,0,0,0,0,11.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,20,0,0,0,0,12.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112061,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.8,0,0,0,0,12.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112062,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,0,54.5,0,0,0,0,0,50.1,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112062,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,19.2,0,0,0,0,8.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112062,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,19.7,0,0,0,0,8.9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112062,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,21.3,0,0,0,0,11.1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112062,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20.9,0,0,0,0,10.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,58,54.5,110.5,88.3,0,137.3,132,49.3,43,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,18.3,0,0,0,0,11.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,18,0,0,0,0,10.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,19.8,0,0,0,0,8.9,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,21.2,0,0,0,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,19.3,0,0,0,0,12.3,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112063,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,18.7,0,0,0,0,13,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,56.9,56.3,112.9,0,0,0,0,52.2,40,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,17.7,0,0,0,0,12.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,18.4,0,0,0,0,11.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,20.3,0,0,0,0,9.6,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,18.9,0,0,0,0,11.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,18.7,0,0,0,0,12.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112064,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,19.4,0,0,0,0,13.4,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,mandible,norecord,16.0,0,0,58.5,56.6,115,0,0,0,0,54.7,42.7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm1,norecord,16.0,18,0,0,0,0,12.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm2,norecord,16.0,18.6,0,0,0,0,11,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmm3,norecord,16.0,20.1,0,0,0,0,8.7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp2,norecord,16.0,22.2,0,0,0,0,12.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp3,norecord,16.0,18.3,0,0,0,0,13.5,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FAM112066,,Merychippus, insignis,1,6,Echo Q,,unknown,tmp4,norecord,16.0,20,0,0,0,0,13.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
