"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"7147","Tipu","EAP0667","T676","1","n/a","444T8","","","Mazama americanus","astragalus","R","complete",NA,"","T676 astragalus Mazama a. complete.","Humerus.GLC",NA,"Humerus length from caput"
"7148","Tipu","EAP0667","T632","3","n/a","464T7","","","Mazama americanus","astragalus","R","almost complete",NA,"","T632-3 astragalus Mazama a. almost complete.","Humerus.GLC",NA,"Humerus length from caput"
"7149","Tipu","EAP0667","T278","5","n/a","302T4","?","","Mazama americanus","astragalus","R","almost complete",NA,"","T278.5 astragalus Mazama almost complete medial surface damaged DM and Bp unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"7150","Tipu","EAP0667","T396","6","n/a","394T6","Late Postclassic","","Mazama americanus","astragalus","R","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7151","Tipu","EAP0667","T143","14","n/a","508T12","Spanish colonial","","Mazama americanus","astragalus","R","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7152","Tipu","EAP0667","T046","1","n/a","343T1","Historic","","Mazama sp.","astragalus","R","complete",NA,"","T046-1 astragalus mazama complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7153","Tipu","EAP0667","T046","2","n/a","344T1","Historic","","Mazama sp.","astragalus","R","almost complete",NA,"","T046-2 astragalus mazama almost complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7154","Tipu","EAP0667","T795","6","n/a","502T10","Late-post-classic","","Mazama sp.","astragalus","R","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7155","Tipu","EAP0667","T730","22","n/a","520T13","Late-post-classic to Spanish colonial","","Mazama sp.","astragalus","R","complete",NA,"","T730-22 astragalus Label says mazama but morphology is atypical; the ear-like structures seem unusually distinct.  ","Humerus.GLC",NA,"Humerus length from caput"
"7156","Tipu","EAP0667","T783","","n/a","495T9","Late post classic to Spanish colonial","","Mazama sp.","astragalus","R","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7157","Tipu","EAP0667","T366","","n/a","395T6","","12-13th C.","Odocoileus virginianus","astragalus","R","almost complete",NA,"","*T366 astragalus cervidae almost complete. No catalog numbers on any specimens in this bag. [T366-77] is listed as atragalus mazama there are no other astragali listed for lot 366.  This specimen is closer to Odocoileus in size and morphology.","Humerus.GLC",NA,"Humerus length from caput"
"7158","Tipu","EAP0667","T732","","n/a","419T8","mixed early-post-classic to Spanish colonial","","Odocoileus virginianus","astragalus","R","complete",NA,"","T732- astragalus Odocoileus v. not listed, no catalog number on specimen, all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7159","Tipu","EAP0667","T675","","n/a","430T8","","","Odocoileus virginianus","astragalus","R","almost complete",NA,"","T675 astragalus Odocoileus v. complete no catalog number available not listed on cervid sheet.  ","Humerus.GLC",NA,"Humerus length from caput"
"7160","Tipu","EAP0667","T685","","n/a","446T8","late-post-classic to Spanish colonial","","Odocoileus virginianus","astragalus","R","complete",NA,"","T685 astragalus Odocoileus v. complete some erosion around margins.  No catalog number available.","Humerus.GLC",NA,"Humerus length from caput"
"7161","Tipu","EAP0667","T770","14","n/a","477T9","","","Odocoileus virginianus","astragalus","R","complete",NA,"","T770-14 Astragalus Odocoileus v. complete.","Humerus.GLC",NA,"Humerus length from caput"
"7162","Tipu","EAP0667","T809","","n/a","499T10","","","Odocoileus virginianus","astragalus","R","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7163","Tipu","EAP0667","T039","12","n/a","332T1"," colonial 17th?","","Mazama americanus","calcaneum","R","complete",NA,"","T039-12 calcaneum mazama complete all landmarks recorded","Humerus.GLC",NA,"Humerus length from caput"
"7164","Tipu","EAP0667","T395","2","n/a","386T6","Historic","","Mazama americanus","calcaneum","R","complete",NA,"","T395-2 calcaneus Mazama a. listed on sheet no catalog number on sample. Repacked on top of the box.","Humerus.GLC",NA,"Humerus length from caput"
"7165","Tipu","EAP0667","T397","2","n/a","388T6","Mid 16th C.","","Mazama americanus","calcaneum","R","inferior .6",NA,"","T397-2 cancaneum Mazama a. inferior portion 60% GL unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"7166","Tipu","EAP0667","T143","20","n/a","509T12","Spanish colonial","","Mazama americanus","calcaneum","R","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7167","Tipu","EAP0667","T462","8","n/a","527T14","Mid 16th C.","","Mazama americanus","calcaneum","R","almost complete",NA,"","T462-8 calcaneum Mazama a almost complete superior crest is missing GL unavailable. Morphology of lateral side of the articulation is odd normally there is a tri peaked form this is more a single peak followed by a low platue, photo taken.  ","Humerus.GLC",NA,"Humerus length from caput"
"7168","Tipu","EAP0667","T469","9","n/a","368T2","Late Post-Classic/historic","","Odocoileus virginianus","calcaneum","R","almost complete .8",NA,"","T469-9 calcaneus Odocoileus v. almost complete superior crest missing GL not available.","Humerus.GLC",NA,"Humerus length from caput"
"7169","Tipu","EAP0667","T692","","n/a","427T8","","","Mazama americanus","calcaneum","R","complete",NA,"","T692 astragalus Mazama a. complete all landmarks recorded.  ","Humerus.GLC",NA,"Humerus length from caput"
"7170","Tipu","EAP0667","T788","","n/a","484T9","","","Mazama sp.","calcaneum","R","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7171","Tipu","EAP0667","T674","20","n/a","472T7","","","Mazama sp.","calcaneum","R","complete",NA,"","T674-20 calcaneus Mazama sp. Complete. ","Humerus.GLC",NA,"Humerus length from caput"
"7172","Tipu","EAP0667","T699","","n/a","431T8","","","Odocoileus virginianus","calcaneum","R","almost complete",NA,"","T699 calcaneus Odocoileus v. almost complete GL suspect no catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7173","Tipu","EAP0667","T502","9","n/a","455T7","post-classic","","Odocoileus virginianus","calcaneum","R","complete",NA,"","T502-9 calcaneus Odocoileus v. complete, not on cervid sheet.  ","Humerus.GLC",NA,"Humerus length from caput"
"7174","Tipu","EAP0667","T652","1","n/a","471T7","","","Odocoileus virginianus","calcaneum","R","inferior .7",NA,"","T652-01 calcaneus Odocoileus superior crest missing no GL available.","Humerus.GLC",NA,"Humerus length from caput"
"7175","Tipu","EAP0667","T721","1","n/a","423T8","","","Mazama americanus","femur","R","almost complete",NA,"","T721-01 femur Mazama a. almost complete Bd and Dd are refit. No catalog number on specimen.  ","Humerus.GLC",NA,"Humerus length from caput"
"7176","Tipu","EAP0667","T396","61","n/a","391T6","Late Postclassic","","Mazama americanus","femur","R","proximal .05",NA,"","T396-61 femur Mazama a. femoral head Dp only.","Humerus.GLC",NA,"Humerus length from caput"
"7177","Tipu","EAP0667","T366","73","n/a","399T6","","12-13th C.","Mazama americanus","femur","R","proximal .8",NA,"","T366-73 femur Mazama a proximal femoral head and 80% of shaft. No catalog number on specimen.  ","Humerus.GLC",NA,"Humerus length from caput"
"7178","Tipu","EAP0667","T366","23","n/a","401T6","","12-13th C.","Mazama americanus","femur","R","proximal .05",NA,"","T366-23 femur Mazama femoral head only no catalog number.  ","Humerus.GLC",NA,"Humerus length from caput"
"7179","Tipu","EAP0667","T276","21","n/a","322T4","spanish colonial","","Odocoileus virginianus","femur","R","proximal .8",NA,"","T276-21 femur misidentified as cranium Odocoileus v. Femoral head has been glued into place, proximal epiphysis is closed; distal end is missing 80% SD and depth of femoral head only.  ","Humerus.GLC",NA,"Humerus length from caput"
"7180","Tipu","EAP0667","T676","","n/a","436T8","","","Odocoileus virginianus","femur","R","proximal .1",NA,"","T676 femur Odocoileus v. proximal 10% Dp only","Humerus.GLC",NA,"Humerus length from caput"
"7181","Tipu","EAP0667","T502","2","n/a","453T7","post-classic","","Mazama americanus","humerus","R","distal .8",NA,"","T502-2 humerus Mazama a. distal 80% condyles seem particularly undefined. Cross-section shows the cortical bone is very thin suggesting the animal was young.  Species ident is tentative.","Humerus.GLC",NA,"Humerus length from caput"
"7182","Tipu","EAP0667","T194","10","n/a","309T4","historic","","Mazama americanus","humerus","R","shaft only .6",NA,"","T194.10 humerus shaft only","Humerus.GLC",NA,"Humerus length from caput"
"7183","Tipu","EAP0667","T366","1","n/a","398T6","","12-13th C.","Mazama americanus","humerus","R","distal .8",NA,"","T366-1 humerus Mazama distal 80% no catalog number on specimen.","Humerus.GLC",NA,"Humerus length from caput"
"7184","Tipu","EAP0667","T046","3","n/a","342T1","Historic","","Mazama sp.","humerus","R","distal condyles only",NA,"","T046-3 humerus distal condyles only Bd, Dd, BT, HT, and HTC recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7185","Tipu","EAP0667","T734","5","n/a","505T10","","","Mazama sp.","humerus","R","almost complete",NA,"","T734-005 humerus mazama sp. Almost complete, trochanter missing GL and Bp unavailable.","Humerus.GLC",130.56,"Humerus length from caput"
"7186","Tipu","EAP0667","T143","26","n/a","348T2","spanish colonial?","","Odocoileus virginianus","humerus","R","Distal .25",NA,"fused epiphysis but open","T143-26 humerus Odocoileus v. distal condyles and portion of shaft 25%. Epiphysis is fused but open.","Humerus.GLC",NA,"Humerus length from caput"
"7187","Tipu","EAP0667","T732","17","n/a","434T8","mixed early-post-classic to Spanish colonial","","Mazama americanus","metacarpal","R","proximal .6",NA,"","T732-017 metacarpal mazama a. proximal 60% catalog number on paper tag.","Humerus.GLC",NA,"Humerus length from caput"
"7188","Tipu","EAP0667","T633","22","n/a","470T7","","","Mazama americanus","metacarpal","R","complete",NA,"","T633-22 metacarpal Mazama a. complete.","Humerus.GLC",NA,"Humerus length from caput"
"7189","Tipu","EAP0667","T276","18","n/a","320T4","spanish colonial","","Mazama americanus","metacarpal","R","proximal and shaft .8",NA,"","T276-18 metapodial misidentified as innominate species mazama.  Anterior groove almost invisible, posterior groove is wide and shallow, shaft morphology is greater in breadth than in depth consistent with metacarpal from the Mazama sp. z:7930 from the museum’s reference collection.","Humerus.GLC",NA,"Humerus length from caput"
"7190","Tipu","EAP0667","T033","1","n/a","345T1","historic","","Mazama americanus","metacarpal","R","distal .1",NA,"","T033-1 metacarpal mazama distal 10% Bp, and Dp only","Humerus.GLC",NA,"Humerus length from caput"
"7191","Tipu","EAP0667","T366","68","n/a","409T6","","12-13th C.","Mazama americanus","metacarpal","R","proximal .7",NA,"","T366-68 metacarpal Mazama a proximal 70% no catalog number on specimen.  ","Humerus.GLC",NA,"Humerus length from caput"
"7192","Tipu","EAP0667","T366","","n/a","411T6","","12-13th C.","Mazama americanus","metacarpal","R","proximal",NA,"","T366 metacarpal Mazama proximal 40% no catalog number on specimen.  No matching description on Kitty’s excel sheet.  Test number 411T6.","Humerus.GLC",NA,"Humerus length from caput"
"7193","Tipu","EAP0667","T783","","n/a","494T9","Late post classic to Spanish colonial","","Mazama sp.","metacarpal","R","distal .9",NA,"unfused distal epiphysis","T783 metacarpal Mazama sp. Distal epiphysis unfused Dd and Bd are suspect.  ","Humerus.GLC",NA,"Humerus length from caput"
"7194","Tipu","EAP0667","T285","13","n/a","379T2","Late Postclassic/Historic","","Mazama americanus","metatarsal","R","proximal",NA,"","T285-13 metatarsal Mazama  proximal end of shaft 30%","Humerus.GLC",NA,"Humerus length from caput"
"7195","Tipu","EAP0667","T366","66","n/a","408T6","","12-13th C.","Mazama americanus","metatarsal","R","proximal .9",NA,"","T366-66 metatarsal Mazama a proximal 90% no catalog number on specimen.","Humerus.GLC",NA,"Humerus length from caput"
"7196","Tipu","EAP0667","LA916","54","n/a","513T12","","","Mazama sp.","metatarsal","R","complete",NA,"","LA916.54 metatarsal Mazama sp. Complete; refugee from another collection.  I’ll take the measurements now in hopes that I can added it to the right collection later.  ","Humerus.GLC",NA,"Humerus length from caput"
"7197","Tipu","EAP0667","T276","15","n/a","307T4","Spanish Colonial","","Odocoileus virginianus","metatarsal","R","proximal .4",NA,"","T276.15 metatarsal proximal articulation and 40% of shaft.","Humerus.GLC",NA,"Humerus length from caput"
"7198","Tipu","EAP0667","T653","","n/a","473T7","","","Odocoileus virginianus","metatarsal","R","proximal .4",NA,"","T653 metatarsal Odocoileus v. proximal 40% quite weighty.  ","Humerus.GLC",NA,"Humerus length from caput"
"7199","Tipu","EAP0667","T733","27","n/a","489T9","","","Odocoileus virginianus","metatarsal","R","proximal .5",NA,"","T733-27 metatarsal Odocoileus proximal shaft split laterally Bp, Dp, and SD are refit.","Humerus.GLC",NA,"Humerus length from caput"
"7200","Tipu","EAP0667","T626","","n/a","441T8","","","Mazama americanus","radius","R","complete",NA,"","T626 radius Mazama a. complete. No catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7201","Tipu","EAP0667","T425","6","n/a","372T2","Late Postclassic/Historic","","Mazama americanus","radius","R","proximal",NA,"","T425-6 radius Odocoileus distal end 40%","Humerus.GLC",NA,"Humerus length from caput"
"7202","Tipu","EAP0667","T285","15","n/a","378T2","Late Postclassic/Historic","","Mazama americanus","radius","R","proximal .25",NA,"","T285-15 radius Mazama proximal articular surface and portion of shaft roughly 25%.","Humerus.GLC",NA,"Humerus length from caput"
"7203","Tipu","EAP0667","T314","3","n/a","387T6","Late Postclassic midden; Historic?","","Mazama americanus","radius","R","proximal  .5",NA,"","T314-3 radius Mazama a. proximal 50% distal measurements unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"7204","Tipu","EAP0667","T426","6","n/a","525T14","Late Postclassic/Historic","","Mazama americanus","radius","R","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7205","Tipu","EAP0667","T766","","n/a","490T9","","","Mazama sp.","radius","R","proximal",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7206","Tipu","EAP0667","T692","","n/a","426T8","","","Mazama americanus","scapula","R","distal .2",NA,"","T692 scapula mazama a. glenoid and neck considerable post excavation polishing no catalog number available.","Humerus.GLC",NA,"Humerus length from caput"
"7207","Tipu","EAP0667","T426","5","n/a","364T2","Late-Post-Classic historic","","Mazama americanus","scapula","R","distal .3",NA,"","T426-5 scapula mazama distal portion neck and glenoid only.","Humerus.GLC",NA,"Humerus length from caput"
"7208","Tipu","EAP0667","T778","10","n/a","493T9","Late post classic","","Mazama sp.","scapula","R","distal .2",NA,"","T778-10 scapula Mazama sp. Neck and glenoid only","Humerus.GLC",NA,"Humerus length from caput"
"7209","Tipu","EAP0667","T366","48","n/a","413T6","","12-13th C.","Odocoileus virginianus","scapula","R","distal .2",NA,"","T366-48 scapula Odocoileus v. glenoid only no catalog number on sample.  ","Humerus.GLC",NA,"Humerus length from caput"
"7210","Tipu","EAP0667","T366","47","n/a","414T6","","12-13th C.","Odocoileus virginianus","scapula","R","distal .2",NA,"","T366-47 scapula Ododcoileus v. glenoid only no catalog number on sample.","Humerus.GLC",NA,"Humerus length from caput"
"7211","Tipu","EAP0667","T502","11","n/a","456T7","post-classic","","Odocoileus virginianus","scapula","R","distal .5",NA,"","T502-11 scapula Odocoileus v. neck, glenoid, lower portion of scapular spine 50% complete.  ","Humerus.GLC",NA,"Humerus length from caput"
"7212","Tipu","EAP0667","T691","2","n/a","435T8","","","Mazama americanus","tibia","R","distal .3",NA,"","T691-02 tibia Mazama a. distal 30% Bd and Dd recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7213","Tipu","EAP0667","T633","","n/a","457T7","late-post-classic to Spanish colonial","","Mazama americanus","tibia","R","distal .4",NA,"","T633 tibia mazama a. distal 40% SD, Bd, Dd only. No catalog number available.","Humerus.GLC",NA,"Humerus length from caput"
"7214","Tipu","EAP0667","T635","","n/a","458T7","late-post-classic to Spanish colonial","","Mazama americanus","tibia","R","distal",NA,"","T635 tibia Mazama a. distal 80% SD, Bd, Dd only no cataloge number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7215","Tipu","EAP0667","T319(was T381)","6","n/a","385T6","Historic","","Mazama americanus","tibia","R","distal .1",NA,"","T319-6 tibia Mazama distal articulation only.","Humerus.GLC",NA,"Humerus length from caput"
"7216","Tipu","EAP0667","T280","11","n/a","375T2","historic","","Mazama sp.","tibia","R","almost comlete",NA,"","T280-11 tibia mazama  a distal 80% proximal end missing refit","Humerus.GLC",NA,"Humerus length from caput"
"7217","Tipu","EAP0667","T674","19","n/a","466T7","","","Mazama sp.","tibia","R","distal .3",NA,"","T674-19 tibia Mazama a. distal 30%","Humerus.GLC",NA,"Humerus length from caput"
"7218","Tipu","EAP0667","T771","2","n/a","497T9","","","Mazama sp.","tibia","R","distal",NA,"","T771-02 tibia Mazama sp. Distal 50% post-excavation wear of the articular purtrusions. Pathology: posterior surface approx. three centimeters from joint is a lump of smooth cortical bone indicating healed trauma.  ","Humerus.GLC",NA,"Humerus length from caput"
"7219","Tipu","EAP0667","T366S","90","n/a","403T6","","12-13th C.","Mazama americanus","ulna","R","proximal .5",NA,"","T366s-90 ulna Mazama complete olecranon minor erosion on medial surface shaft broken and not in bag.  Specimen 90 is described as complete.  No catalog number on specimen.  There are three ulna listed on the sheet for lot#366 two described as complete and one described as a fragment.  In no case am I 100% certain of the match.  ","Humerus.GLC",NA,"Humerus length from caput"
"7220","Tipu","EAP0667","T366","63","n/a","404T6","","12-13th C.","Mazama americanus","ulna","R","superior .25",NA,"","T366-63 ulna Mazama a. superior crest broken medullary cavity exposed. Only DPA available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7221","Tipu","EAP0667","T771","3","n/a","498T9","","","Odocoileus virginianus","ulna","R","proximal .7",NA,"","T771-003 Ulna Odocoileus v. complete olecranon GL not available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7222","Tipu","EAP0667","T143","27","n/a","528T14","Spanish Colonial","","Odocoileus virginianus","ulna","R","proximal .4",NA,"","T143-27 ulna Odocoileus v. olecranon in excellent shape superior crest is present fusion line invisible, shaft missing.","Humerus.GLC",NA,"Humerus length from caput"
"7223","Tipu","EAP0667","T143","11","n/a","510T12","Spanish colonial","","Mazama americanus","ulna","R ","proximal .5",NA,"fused superior crest","T143-11 ulna Mazama sp. Complete olecranon superior crest fused.","Humerus.GLC",NA,"Humerus length from caput"
"7224","Tipu","EAP0667","T245","6","n/a","305T4","Middle Postclassic","","Mazama americanus","1st phalanx","U","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7225","Tipu","EAP0667","T178","3","n/a","314T4","historic","","Mazama americanus","1st phalanx","U","complete",NA,"","T178-3 mazama phalange 1 complete all landmarks recorded","Humerus.GLC",NA,"Humerus length from caput"
"7226","Tipu","EAP0667","T043","25","n/a","328T1","Historic","","Mazama americanus","1st phalanx","U","complete",NA,"","T043-25 phalange 1 one of the duplicates complete all landmarks present.","Humerus.GLC",NA,"Humerus length from caput"
"7227","Tipu","EAP0667","T043","26","n/a","329T1","Historic","","Mazama americanus","1st phalanx","U","complete",NA,"","T043-26 Phalange 1 a duplicate all landmarks present and recorded","Humerus.GLC",NA,"Humerus length from caput"
"7228","Tipu","EAP0667","T039","15","n/a","331T1"," colonial 17th?","","Mazama americanus","1st phalanx","U","complete",NA,"","T030-15 phalange 1 mazama complete all landmarks recorded","Humerus.GLC",NA,"Humerus length from caput"
"7229","Tipu","EAP0667","T426","12","n/a","366T2","Late-Post-Classic historic","","Mazama americanus","1st phalanx","U","almost complete",NA,"","T426-12 phalange 1 Mazama almost complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7230","Tipu","EAP0667","T426","10","n/a","367T2","Late-Post-Classic historic","","Mazama americanus","1st phalanx","U","almost complete",NA,"","T426-10 Phalange 1 Mazama almost complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7231","Tipu","EAP0667","T396","19","n/a","393T6","Late Postclassic","","Mazama americanus","1st phalanx","U","complete",NA,"","T396-19 phalange 1 Mazama a. complete: first encounter with this element described as front phalanx.  ","Humerus.GLC",NA,"Humerus length from caput"
"7232","Tipu","EAP0667","T366","33","n/a","412T6","","12-13th C.","Mazama americanus","1st phalanx","U","complete",NA,"","T366 metacarpal Mazama proximal 40% no catalog number on specimen.  No matching description on Kitty’s excel sheet.  Test number 411T6.","Humerus.GLC",NA,"Humerus length from caput"
"7233","Tipu","EAP0667","T191","3","n/a","300T4","historic","","Odocoileus virginianus","1st phalanx","U","complete",NA,"","T191 phalange 1 Odocoileus complete all landmarks recorded","Humerus.GLC",NA,"Humerus length from caput"
"7234","Tipu","EAP0667","T174","1","n/a","311T4","mixed","","Odocoileus virginianus","1st phalanx","U","almost complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7235","Tipu","EAP0667","T039","30","n/a","330T1"," colonial 17th?","","Odocoileus virginianus","1st phalanx","U","almost complete",NA,"","T030-39 Phalange 1 almost complete, Bp unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"7236","Tipu","EAP0667","T043","24","n/a","340T1","Historic","","Odocoileus virginianus","1st phalanx","U","complete",NA,"","T043-24 phalange 1 complete all landmarks recorded. One of the duplicates","Humerus.GLC",NA,"Humerus length from caput"
"7237","Tipu","EAP0667","T285","20","n/a","380T2","Late Post-Classic/historic","","Odocoileus virginianus","1st phalanx","U","complete",NA,"","T285-20 phalange 1 Odocoileus v. complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7238","Tipu","EAP0667","T279","5","n/a","303T4","Late Postclassic/Historic","","Mazama americanus","2nd phalanx","U","complete",NA,"","T279.5 phalange 2 Mazama complete.  Miss identified on sheet as proximal phalanx","Humerus.GLC",NA,"Humerus length from caput"
"7239","Tipu","EAP0667","T285","14","n/a","381T2","Late Postclassic/Historic","","Mazama americanus","2nd phalanx","U","complete",NA,"","T285-14 phalange 2 Mazama a. complete.","Humerus.GLC",NA,"Humerus length from caput"
"7240","Tipu","EAP0667","T194","13","n/a","310T4","historic","","Odocoileus virginianus","2nd phalanx","U","complete",NA,"","T194.13 phalange 2","Humerus.GLC",NA,"Humerus length from caput"
"7241","Tipu","EAP0667","T176","4","n/a","317T4","Historic","","Odocoileus virginianus","2nd phalanx","U","complete",NA,"","T176-4 phalange 2 Odocoileus v. complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7242","Tipu","EAP0667","T146","9","n/a","319T4","?","","Odocoileus virginianus","2nd phalanx","U","almost complete",NA,"","T146-9 Phalange 2 almost complete all landmarks present and recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7243","Tipu","EAP0667","T037","12","n/a","338T1","historic","","Odocoileus virginianus","2nd phalanx","U","complete",NA,"","T037-12 phalange 2 complete all landmarks are recorded. charred","Humerus.GLC",NA,"Humerus length from caput"
"7244","Tipu","EAP0667","T043","28","n/a","341T1","Historic","","Odocoileus virginianus","2nd phalanx","U","complete",NA,"","T043-28 phalange 2 complete all landmarks recorded. One of the duplicates","Humerus.GLC",NA,"Humerus length from caput"
"7245","Tipu","EAP0667","T366S","33","n/a","386T6","","12th-13th century","Odocoileus virginianus","2nd phalanx","U","complete",NA,"","T366s-33 phalange 2 Odocoileus complete. listed on sheet no catalog number on sample. Repacked on top of the box.","Humerus.GLC",NA,"Humerus length from caput"
"7246","Tipu","EAP0667","T050","6","n/a","325T1","Historic","","Odocoileus virginianus","astragalus","U","poor .7",NA,"","T050-06 astragalus Odocoileus v. badly weathered medial surface mostly missing Dm medial depth unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"7247","Tipu","EAP0667","T278","3","n/a","301T4","?","","Mazama americanus","calcaneum","U","complete",NA,"","T278.3 calcaneum species Mazama a. complete all landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7248","Tipu","EAP0667","T366","65","n/a","407T6","","12-13th C.","Mazama americanus","metacarpal","U","distal .4",NA,"","T366-65 metacarpal Mazama a. distal 40% no catalog number on specimen.  ","Humerus.GLC",NA,"Humerus length from caput"
"7249","Tipu","EAP0667","T282","8","n/a","376T2","transitional","","Mazama americanus","metacarpal III + IV","U","distal .4",NA,"","T282-8 metatarsal Mazama listed as metacarpal III+IV the deep anterior groove and almost flat posterior surface lead me to think this is a metatarsal rather than a metacarpal.","Humerus.GLC",NA,"Humerus length from caput"
"7250","Tipu","EAP0667","T040","51","n/a","333T1","Historic","","Mazama americanus","metatarsal","U","distal .3",NA,"","T040-51 metatarsal mazama distal 30% epiphysis obliterated","Humerus.GLC",NA,"Humerus length from caput"
"7251","Tipu","EAP0667","T040","52","n/a","334T1","Historic","","Mazama americanus","metatarsal","U","distal .1",NA,"","T040-52 metatarsal mazama distal 10%","Humerus.GLC",NA,"Humerus length from caput"
"7252","Tipu","EAP0667","T295","2","n/a","383T2","?","","Mazama americanus","metatarsal","U","distal .3",NA,"","T295-2 metatarsal Mazama a. distal 40% broken refit.","Humerus.GLC",NA,"Humerus length from caput"
"7253","Tipu","EAP0667","T210","20","n/a","515T12","1100-1200 Mid Postclassic","","Mazama americanus","metatarsal","U","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7254","Tipu","EAP0667","T053","8","n/a","336T1","Early/late post classic","","Odocoileus virginianus","metatarsal","U","proximal .5",NA,"","T53-8 metatarsal Odocoileus v. proximal Bp, Dp, and SD only","Humerus.GLC",NA,"Humerus length from caput"
"7255","Tipu","EAP0667","T464","3","n/a","371T2","Post-classic","","Odocoileus virginianus","phalanx","U","complete",NA,"","T464-3 phalange 1 Odocoileus complete","Humerus.GLC",NA,"Humerus length from caput"
"7256","Tipu","EAP0667","T043","15","n/a","339T1","Historic","","Odocoileus virginianus","scapula","U","glenoid .1",NA,"","T043-15 scapula Odocoileus v. glenoid only BG, LG, and GLP only. One of the duplicates","Humerus.GLC",NA,"Humerus length from caput"
"7257","Tipu","EAP0667","T046","11","n/a","335T1","Historic","","Artidactyla","1st phalanx","","complete",NA,"","T046-11 phalange 1 artidactyle complete all landmarks recorded possibly mazama not on excell sheet","Humerus.GLC",NA,"Humerus length from caput"
"7258","Tipu","EAP0667","T635","","n/a","460T7","late-post-classic to Spanish colonial","","Mazama americanus","1st phalanx","","mostly complete",NA,"","T635 phalange 1 Mazama a. mostly complete minor erosions around distal and proximal articulations. No catalog number available.","Humerus.GLC",NA,"Humerus length from caput"
"7259","Tipu","EAP0667","T678","2","n/a","438T8","","","Odocoileus virginianus","1st phalanx","","almost complete .7",NA,"","T678 phalange 1 Odocoileus v.  almost complete missing a chunk of the lateral proximal articular surface.  No catalog number available.","Humerus.GLC",NA,"Humerus length from caput"
"7260","Tipu","EAP0667","T626","","n/a","439T8","","","Odocoileus virginianus","1st phalanx","","complete",NA,"","T626 phalange 1 Odocoileus v. complete no catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7261","Tipu","EAP0667","T653","","n/a","449T7","","","Odocoileus virginianus","1st phalanx","","complete",NA,"","T653 Phalange 1 odocoileus v. complete no catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7262","Tipu","EAP0667","T632","4","n/a","463T7","","","Odocoileus virginianus","1st phalanx","","almost complete",NA,"","T632-4 phalange 1 Odocoileus v. almost complete, some erosion on the proximal medial surface Bp unavailable.  ","Humerus.GLC",NA,"Humerus length from caput"
"7263","Tipu","EAP0667","T763","48","n/a","479T9","Spanish colonial late classic","","Mazama sp.","1st phalanx","","complete",NA,"","T763-48 Phlange 1 Mazama sp complete.","Humerus.GLC",NA,"Humerus length from caput"
"7264","Tipu","EAP0667","T763","47","n/a","480T9","Spanish colonial late classic","","Mazama sp.","1st phalanx","","almost complete",NA,"","T763-47 phlange 1 Mazama sp. Almost complete slight erosion around the distal articulation.","Humerus.GLC",NA,"Humerus length from caput"
